Timestamp,Parrot X,Parrot Y,Parrot Z,Anafi X,Anafi Y,Anafi Z,Relative Pos Real X,Relative Pos Real Y,Relative Pos Real Z,Relative Pos Yolo X,Relative Pos Yolo Y,Relative Pos Yolo Z,Input X,Input Y,Input Z
8.200000000000001,2.035,-1.372,1.7,-0.715,-1.437,1.725,2.75,0.065,-0.025,3.02,-0.26,0.043,-5,9,1
8.24,2.019,-1.376,1.698,-0.71,-1.461,1.726,2.728,0.085,-0.028,3.032,-0.245,0.042,-2,9,1
8.28,2.008,-1.379,1.697,-0.706,-1.476,1.726,2.715,0.097,-0.029,2.933,-0.206,0.041,-2,9,1
8.319999999999999,1.993,-1.384,1.695,-0.7,-1.501,1.727,2.693,0.117,-0.032,3.033,-0.138,0.04,-7,9,1
8.359999999999998,1.987,-1.386,1.694,-0.698,-1.511,1.727,2.685,0.126,-0.033,2.933,-0.101,0.038,-2,9,1
8.399999999999997,1.975,-1.39,1.693,-0.693,-1.533,1.729,2.668,0.143,-0.036,2.933,-0.101,0.038,-6,9,1
8.439999999999996,1.965,-1.392,1.692,-0.689,-1.553,1.731,2.655,0.16,-0.039,2.822,0.002,0.03,-7,10,1
8.479999999999995,1.961,-1.393,1.692,-0.687,-1.563,1.732,2.648,0.17,-0.039,2.822,0.002,0.03,-8,11,1
8.519999999999994,1.953,-1.39,1.692,-0.685,-1.577,1.733,2.638,0.187,-0.041,2.754,0.062,0.03,-9,10,1
8.559999999999993,1.942,-1.382,1.693,-0.683,-1.591,1.735,2.625,0.209,-0.043,2.729,0.08,0.027,-10,11,1
8.599999999999993,1.931,-1.371,1.694,-0.683,-1.601,1.738,2.613,0.23,-0.044,2.726,0.106,0.02,-10,10,1
8.639999999999992,1.912,-1.349,1.695,-0.684,-1.612,1.74,2.596,0.263,-0.045,2.719,0.124,0.016,-9,9,0
8.67999999999999,1.899,-1.333,1.696,-0.685,-1.617,1.741,2.585,0.284,-0.045,2.683,0.133,0.016,-9,9,0
8.71999999999999,1.889,-1.319,1.696,-0.687,-1.62,1.742,2.576,0.301,-0.045,2.742,0.153,0.012,-10,9,0
8.75999999999999,1.87,-1.296,1.697,-0.693,-1.624,1.742,2.563,0.328,-0.045,2.726,0.164,0.01,-8,9,0
8.799999999999988,1.853,-1.275,1.697,-0.7,-1.626,1.742,2.553,0.351,-0.045,2.799,0.204,0.007,-6,8,0
